//																																																																													
0																																																																													
// Type	        DropPro	SkillProLuckPro	AddPro	ExPro																																																																							
	3	160000	1000000	350000	1000000	600000																																																																							
	4	100000	1000000	500000	1000000	1000000																																																																							
	5	30000	1000000	500000	1000000	1000000																																																																							
	6	160000	0	350000	1000000	600000																																																																							
	7	100000	0	500000	1000000	1000000																																																																							
	8	120000	0	0	1000000	0																																																																							
	9	100000	0	0	0	0																																																																							
	10	157000	0	0	0	0																																																																							
	11	52150	0	0	0	0																																																																							
	12	16600	0	0	0	0																																																																							
	13	2000	0	0	0	0																																																																							
	14	70	0	0	0	0																																																																							
	15	180	0	0	0	0																																																																							
	16	300	0	0	0	0																																																																							
	17	300	0	0	0	0																																																																							
	18	1400	0	0	0	0																																																																							
end																																																																													
1																																																																													
	// Type	Value																																																																											
	0	500000																																																																											
	1	300000																																																																											
	2	150000																																																																											
	3	50000																																																																											
	4	0																																																																											
end																																																																													
2																																																																													
	// Type	Value																																																																											
	0	250000																																																																											
	1	150000																																																																											
	2	150000																																																																											
	3	150000																																																																											
	4	150000																																																																											
	5	150000																																																																											
end																																																																													
//																																																																													
	// Type	Index	MinLevel	MaxLevel	Skill	LuckOption	AddOption	ExOption																																																																					
3	//																																																																												
	0	0	0	0	0	1	1	2	//???																																																																		
	0	16	0	0	1	1	1	2	//????																																																																		
	0	17	0	0	1	1	1	2	//??????																																																																			
	0	18	0	0	1	1	1	2	//??????																																																																		
	0	31	0	0	1	1	1	2	//?????																																																																		
	2	10	0	0	1	1	1	2	//??????																																																																				
	2	11	0	0	1	1	1	2	//????																																																																	
	4	16	0	0	1	1	1	2	//????????																																																																			
	4	17	0	0	1	1	1	2	//???????																																																																		
	4	19	0	0	1	1	1	2	//????????																																																																			
	5	7	0	0	0	1	1	2	//????????																																																																			
	5	8	0	0	0	1	1	2	//??????																																																																			
	5	9	0	0	0	1	1	2	//????????																																																																			
	4	6	0	0	1	1	1	2	//????????																																																																		
	2	6	0	0	1	1	1	2	//????????																																																																			
	//																																																																												
	0	16	5	7	1	1	1	0	//????																																																																			
	0	17	5	7	1	1	1	0	//??????																																																																			
	0	18	5	7	1	1	1	0	//??????																																																																			
	0	31	5	7	1	1	1	0	//?????																																																																		
	2	10	5	7	1	1	1	0	//??????																																																																			
	2	11	5	7	1	1	1	0	//????																																																																				
	4	16	5	7	1	1	1	0	//????????																																																																		
	4	17	5	7	1	1	1	0	//???????																																																																			
	4	19	5	7	1	1	1	0	//????????																																																																		
	5	7	5	7	0	1	1	0	//????????																																																																				
	5	8	5	7	0	1	1	0	//??????																																																																				
	5	9	5	7	0	1	1	0	//????????																																																																			
	4	6	5	7	1	1	1	0	//????????																																																																			
	2	6	5	7	1	1	1	0	//????????																																																																			
end																																																																													
4	// 武器類2 (エクセレント)																																																																												
	0	2	0	0	0	1	1	2	//????																																																																			
	0	3	0	0	1	1	1	2	//???																																																																			
	8	28	5	7	0	1	1	0	//???????	//ダークマスターアーマー																																																																			
	9	28	5	7	0	1	1	0	//???????	//ダークマスターガーダー																																																																			
	10	28	5	7	0	1	1	0	//???????	//ダークマスターグラブ																																																																			
	11	28	5	7	0	1	1	0	//???????	//ダークマスターブーツ																																																																			
	7	21	5	7	0	1	1	0	//?????????	//グレートドラゴンヘルム																																																																			
	8	21	5	7	0	1	1	0	//?????????	//グレートドラゴンアーマー																																																																			
	9	21	5	7	0	1	1	0	//?????????	//グレートドラゴンガーター																																																																			
	10	21	5	7	0	1	1	0	//?????????	//グレートドラゴングラブ																																																																			
	11	21	5	7	0	1	1	0	//?????????	//グレートドラゴンブーツ																																																																			
	7	22	5	7	0	1	1	0	//??????	//ブラックソウルヘルム																																																																			
	8	22	5	7	0	1	1	0	//??????	//ブラックソウルアーマー																																																																			
	9	22	5	7	0	1	1	0	//??????	//ブラックソウルヘルム																																																																			
	10	22	5	7	0	1	1	0	//??????	//ブラックソウルグラブ																																																																			
	11	22	5	7	0	1	1	0	//??????	//ブラックソウルブーツ																																																																			
	8	23	5	7	0	1	1	0	//?????	//アスリルアーマー																																																																			
	9	23	5	7	0	1	1	0	//?????	//アスリルガーター																																																																			
	10	23	5	7	0	1	1	0	//?????	//アスリルグラブ																																																																			
	11	23	5	7	0	1	1	0	//?????	//アスリルブーツ																																																																			
	7	24	5	7	0	1	1	0	//???????	//レッドスピリットの兜																																																																			
	8	24	5	7	0	1	1	0	//???????	//レッドスピリットの鎧																																																																			
	9	24	5	7	0	1	1	0	//???????	//レッドスピリットのガーダー																																																																			
	10	24	5	7	0	1	1	0	//???????	//レッドスピリットのグラブ																																																																			
	11	24	5	7	0	1	1	0	//???????	//レッドスピリットのブーツ																																																																			
end																																																																													
7	// 防具類 2 (エクセレント)																																																																												
	7	10	0	0	0	1	1	2	//????	//エルフの兜																																																																			
	8	10	0	0	0	1	1	2	//????	//エルフの鎧																																																																			
	9	10	0	0	0	1	1	2	//????	//エルフのガーダー																																																																			
	10	10	0	0	0	1	1	2	//????	//エルフのグラブ																																																																			
	11	10	0	0	0	1	1	2	//????	//エルフのブーツ																																																																			
	7	11	0	0	0	1	1	2	//????	//シルクの兜																																																																			
	8	11	0	0	0	1	1	2	//????	//シルクの鎧																																																																			
	9	11	0	0	0	1	1	2	//????	//シルクのガーダー
	10	11	0	0	0	1	1	2	//????	//シルクのグラブ
	11	11	0	0	0	1	1	2	//????	//シルクのブーツ
	7	12	0	0	0	1	1	2	//?????	//風の兜
	8	12	0	0	0	1	1	2	//?????	//風の鎧
	9	12	0	0	0	1	1	2	//?????	//風のガーダー
	10	12	0	0	0	1	1	2	//?????	//風のグラブ
	11	12	0	0	0	1	1	2	//?????	//風のブーツ
	7	13	0	0	0	1	1	2	//????	//精霊の兜
	8	13	0	0	0	1	1	2	//????	//精霊の鎧
	9	13	0	0	0	1	1	2	//????	//精霊のガーダー
	10	13	0	0	0	1	1	2	//????	//精霊のグラブ
	11	13	0	0	0	1	1	2	//????	//精霊のブーツ
	7	14	0	0	0	1	1	2	//????	//パルテナの兜
	8	14	0	0	0	1	1	2	//????	//パルテナの鎧
	9	14	0	0	0	1	1	2	//????	//パルテナのガーダー
	10	14	0	0	0	1	1	2	//????	//パルテナのグラブ
	11	14	0	0	0	1	1	2	//????	//パルテナのブーツ
	7	25	0	0	0	1	1	2	//??????	//ロードマスク
	8	25	0	0	0	1	1	2	//?????	//ロードアーマー
	9	25	0	0	0	1	1	2	//?????	//ロードガーダー
	10	25	0	0	0	1	1	2	//?????	//ロードグラブ
	11	25	0	0	0	1	1	2	//?????	//ロードブーツ
	7	26	0	0	0	1	1	2	//???????	//ダークソウルマスク
	8	26	0	0	0	1	1	2	//??????	//ダークソウルアーマー
	9	26	0	0	0	1	1	2	//??????	//ダークソウルガーダー
	10	26	0	0	0	1	1	2	//??????	//ダークソウルグラブ
	11	26	0	0	0	1	1	2	//??????	//ダークソウルブーツ
end										
	// Type	Index	MinLevel	MaxLevel	Skill	LuckOption	AddOption	ExOption		
8	// アクセサリー類									
	13	8	0	0	0	0	1	2	//?????	//氷のリング
	13	9	0	0	0	0	1	2	//????	//毒のリング
	13	21	0	0	0	0	1	2	//????	//炎のリング
	13	22	0	0	0	0	1	2	//????	//地のリング
	13	23	0	0	0	0	1	2	//?????	//風のリング
	13	24	0	0	0	0	1	2	//?????	//魔法のリング
	13	12	0	0	0	0	1	2	//??????	//稲妻のネックレス
	13	13	0	0	0	0	1	2	//?????	//炎のネックレス
	13	25	0	0	0	0	1	2	//??????	//氷のネックレス
	13	26	0	0	0	0	1	2	//??????	//風のネックレス
	13	27	0	0	0	0	1	2	//?????	//水のネックレス
	13	28	0	0	0	0	1	2	//??????	//スキルのネックレス
end										
	// Type	Index	MinLevel	MaxLevel	Skill	LuckOption	AddOption	ExOption		
9	// 宝石類 1									
	14	13	0	0	0	0	0	0	//?????	//祝福の宝石
	14	16	0	0	0	0	0	0	//?????	//生命の宝石
	14	42	0	0	0	0	0	0	//?????	//調和の宝石
end										
10	// 宝石類 2									
	12	15	0	0	0	0	0	0	//?????	//混沌の宝石
	14	14	0	0	0	0	0	0	//?????	//霊魂の宝石
	14	22	0	0	0	0	0	0	//?????	//創造の宝石
	14	41	0	0	0	0	0	0	//????	//調和の原石
	14	43	0	0	0	0	0	0	//?? ???	//下級製錬石
	14	44	0	0	0	0	0	0	//?? ???	//上級製錬石
end										
11	// 宝石類セット									
	12	30	0	0	0	0	0	0	//???????	//祝福の宝石セット
	12	31	0	0	0	0	0	0	//???????	//霊魂の宝石セット
end										
	// Type	Index	MinLevel	MaxLevel	Skill	LuckOption	AddOption	ExOption		
12	// その他 1									
	13	0	0	0	0	0	0	0	//????	//守護天使
	13	1	0	0	0	0	0	0	//??	//サタン
	13	2	0	0	0	0	0	0	//??????	//ユニリアの角
	13	3	0	0	0	0	0	0	//??????	//ディノラントの角
	13	18	1	6	0	0	0	0	//????	//透明マント
	14	19	0	0	0	0	0	0	//????????	//悪魔の招待状
end										
13	// その他 2									
	13	4	0	0	0	0	0	0	//??????	//ダークホースの角
	13	5	0	0	0	0	0	0	//????????	//ダークスピリットのつめ
	13	37	0	0	0	0	0	0	//??????	//フェンリルの角笛
end										
14	// レアアイテムチケット1									
	14	58	0	0	0	0	0	0	//???????1	// レアアイテムチケット1
end										
15	// レアアイテムチケット2									
	14	59	0	0	0	0	0	0	//???????2	// レアアイテムチケット2
end										
16	// レアアイテムチケット3									
	14	60	0	0	0	0	0	0	//???????3	// レアアイテムチケット3
end										
17	// レアアイテムチケット4									
	14	61	0	0	0	0	0	0	//???????4	// レアアイテムチケット4
end										
18	// レアアイテムチケット5									
	14	62	0	0	0	0	0	0	//???????5	// レアアイテムチケット5
end										
